Top 3 MAD and MSE per patient, per slice, grouped by layer:

=== Layer: 0.conv.unit0.adn.N ===

Patient: patient001_frame01
-- Slice 1 --
   MAD → Ch 02 → MAD=0.1186, MSE=0.1929, SSIM=0.9614
   MAD → Ch 03 → MAD=0.1067, MSE=0.1584, SSIM=0.9640
   MAD → Ch 04 → MAD=0.0790, MSE=0.1197, SSIM=0.9678
   MSE → Ch 02 → MAD=0.1186, MSE=0.1929, SSIM=0.9614
   MSE → Ch 03 → MAD=0.1067, MSE=0.1584, SSIM=0.9640
   MSE → Ch 05 → MAD=0.0401, MSE=0.1211, SSIM=0.9706
-- Slice 2 --
   MAD → Ch 02 → MAD=0.1517, MSE=0.2577, SSIM=0.9600
   MAD → Ch 03 → MAD=0.1378, MSE=0.2137, SSIM=0.9616
   MAD → Ch 04 → MAD=0.1026, MSE=0.1436, SSIM=0.9686
   MSE → Ch 02 → MAD=0.1517, MSE=0.2577, SSIM=0.9600
   MSE → Ch 03 → MAD=0.1378, MSE=0.2137, SSIM=0.9616
   MSE → Ch 04 → MAD=0.1026, MSE=0.1436, SSIM=0.9686
-- Slice 3 --
   MAD → Ch 02 → MAD=0.1563, MSE=0.2662, SSIM=0.9572
   MAD → Ch 03 → MAD=0.1439, MSE=0.2243, SSIM=0.9605
   MAD → Ch 04 → MAD=0.1059, MSE=0.1467, SSIM=0.9635
   MSE → Ch 02 → MAD=0.1563, MSE=0.2662, SSIM=0.9572
   MSE → Ch 03 → MAD=0.1439, MSE=0.2243, SSIM=0.9605
   MSE → Ch 04 → MAD=0.1059, MSE=0.1467, SSIM=0.9635
-- Slice 4 --
   MAD → Ch 02 → MAD=0.1518, MSE=0.2532, SSIM=0.9532
   MAD → Ch 03 → MAD=0.1396, MSE=0.2181, SSIM=0.9569
   MAD → Ch 04 → MAD=0.1033, MSE=0.1361, SSIM=0.9646
   MSE → Ch 02 → MAD=0.1518, MSE=0.2532, SSIM=0.9532
   MSE → Ch 03 → MAD=0.1396, MSE=0.2181, SSIM=0.9569
   MSE → Ch 04 → MAD=0.1033, MSE=0.1361, SSIM=0.9646
-- Slice 5 --
   MAD → Ch 02 → MAD=0.1355, MSE=0.2243, SSIM=0.9620
   MAD → Ch 03 → MAD=0.1263, MSE=0.1943, SSIM=0.9647
   MAD → Ch 04 → MAD=0.0961, MSE=0.1373, SSIM=0.9693
   MSE → Ch 02 → MAD=0.1355, MSE=0.2243, SSIM=0.9620
   MSE → Ch 03 → MAD=0.1263, MSE=0.1943, SSIM=0.9647
   MSE → Ch 04 → MAD=0.0961, MSE=0.1373, SSIM=0.9693
-- Slice 6 --
   MAD → Ch 02 → MAD=0.1183, MSE=0.1885, SSIM=0.9661
   MAD → Ch 03 → MAD=0.1115, MSE=0.1684, SSIM=0.9675
   MAD → Ch 04 → MAD=0.0879, MSE=0.1256, SSIM=0.9718
   MSE → Ch 02 → MAD=0.1183, MSE=0.1885, SSIM=0.9661
   MSE → Ch 03 → MAD=0.1115, MSE=0.1684, SSIM=0.9675
   MSE → Ch 04 → MAD=0.0879, MSE=0.1256, SSIM=0.9718
-- Slice 7 --
   MAD → Ch 02 → MAD=0.0848, MSE=0.1260, SSIM=0.9717
   MAD → Ch 03 → MAD=0.0795, MSE=0.1127, SSIM=0.9736
   MAD → Ch 04 → MAD=0.0630, MSE=0.0830, SSIM=0.9767
   MSE → Ch 02 → MAD=0.0848, MSE=0.1260, SSIM=0.9717
   MSE → Ch 03 → MAD=0.0795, MSE=0.1127, SSIM=0.9736
   MSE → Ch 05 → MAD=0.0402, MSE=0.0870, SSIM=0.9777
-- Slice 8 --
   MAD → Ch 02 → MAD=0.0601, MSE=0.0803, SSIM=0.9767
   MAD → Ch 03 → MAD=0.0553, MSE=0.0703, SSIM=0.9804
   MAD → Ch 04 → MAD=0.0445, MSE=0.0516, SSIM=0.9828
   MSE → Ch 02 → MAD=0.0601, MSE=0.0803, SSIM=0.9767
   MSE → Ch 03 → MAD=0.0553, MSE=0.0703, SSIM=0.9804
   MSE → Ch 04 → MAD=0.0445, MSE=0.0516, SSIM=0.9828
-- Slice 9 --
   MAD → Ch 02 → MAD=0.0263, MSE=0.0333, SSIM=0.9863
   MAD → Ch 03 → MAD=0.0253, MSE=0.0325, SSIM=0.9874
   MAD → Ch 04 → MAD=0.0235, MSE=0.0332, SSIM=0.9883
   MSE → Ch 02 → MAD=0.0263, MSE=0.0333, SSIM=0.9863
   MSE → Ch 04 → MAD=0.0235, MSE=0.0332, SSIM=0.9883
   MSE → Ch 05 → MAD=0.0177, MSE=0.0329, SSIM=0.9902

Patient: patient001_frame12
-- Slice 1 --
   MAD → Ch 02 → MAD=0.0743, MSE=0.1128, SSIM=0.9746
   MAD → Ch 03 → MAD=0.0659, MSE=0.0936, SSIM=0.9777
   MAD → Ch 04 → MAD=0.0456, MSE=0.0638, SSIM=0.9778
   MSE → Ch 02 → MAD=0.0743, MSE=0.1128, SSIM=0.9746
   MSE → Ch 03 → MAD=0.0659, MSE=0.0936, SSIM=0.9777
   MSE → Ch 05 → MAD=0.0259, MSE=0.0877, SSIM=0.9822
-- Slice 2 --
   MAD → Ch 02 → MAD=0.1065, MSE=0.1644, SSIM=0.9665
   MAD → Ch 03 → MAD=0.0954, MSE=0.1377, SSIM=0.9706
   MAD → Ch 04 → MAD=0.0694, MSE=0.0932, SSIM=0.9752
   MSE → Ch 02 → MAD=0.1065, MSE=0.1644, SSIM=0.9665
   MSE → Ch 03 → MAD=0.0954, MSE=0.1377, SSIM=0.9706
   MSE → Ch 05 → MAD=0.0301, MSE=0.0986, SSIM=0.9748
-- Slice 3 --
   MAD → Ch 02 → MAD=0.1139, MSE=0.1758, SSIM=0.9643
   MAD → Ch 03 → MAD=0.1029, MSE=0.1479, SSIM=0.9674
   MAD → Ch 04 → MAD=0.0757, MSE=0.1049, SSIM=0.9706
   MSE → Ch 02 → MAD=0.1139, MSE=0.1758, SSIM=0.9643
   MSE → Ch 03 → MAD=0.1029, MSE=0.1479, SSIM=0.9674
   MSE → Ch 04 → MAD=0.0757, MSE=0.1049, SSIM=0.9706
-- Slice 4 --
   MAD → Ch 02 → MAD=0.1211, MSE=0.1958, SSIM=0.9610
   MAD → Ch 03 → MAD=0.1101, MSE=0.1701, SSIM=0.9635
   MAD → Ch 04 → MAD=0.0823, MSE=0.1130, SSIM=0.9690
   MSE → Ch 02 → MAD=0.1211, MSE=0.1958, SSIM=0.9610
   MSE → Ch 03 → MAD=0.1101, MSE=0.1701, SSIM=0.9635
   MSE → Ch 04 → MAD=0.0823, MSE=0.1130, SSIM=0.9690
-- Slice 5 --
   MAD → Ch 02 → MAD=0.1099, MSE=0.1772, SSIM=0.9677
   MAD → Ch 03 → MAD=0.1025, MSE=0.1590, SSIM=0.9667
   MAD → Ch 04 → MAD=0.0795, MSE=0.1119, SSIM=0.9751
   MSE → Ch 02 → MAD=0.1099, MSE=0.1772, SSIM=0.9677
   MSE → Ch 03 → MAD=0.1025, MSE=0.1590, SSIM=0.9667
   MSE → Ch 04 → MAD=0.0795, MSE=0.1119, SSIM=0.9751
-- Slice 6 --
   MAD → Ch 02 → MAD=0.0967, MSE=0.1506, SSIM=0.9696
   MAD → Ch 03 → MAD=0.0902, MSE=0.1361, SSIM=0.9701
   MAD → Ch 04 → MAD=0.0708, MSE=0.1052, SSIM=0.9723
   MSE → Ch 02 → MAD=0.0967, MSE=0.1506, SSIM=0.9696
   MSE → Ch 03 → MAD=0.0902, MSE=0.1361, SSIM=0.9701
   MSE → Ch 04 → MAD=0.0708, MSE=0.1052, SSIM=0.9723
-- Slice 7 --
   MAD → Ch 02 → MAD=0.0607, MSE=0.0909, SSIM=0.9766
   MAD → Ch 03 → MAD=0.0568, MSE=0.0822, SSIM=0.9782
   MAD → Ch 04 → MAD=0.0465, MSE=0.0654, SSIM=0.9805
   MSE → Ch 02 → MAD=0.0607, MSE=0.0909, SSIM=0.9766
   MSE → Ch 03 → MAD=0.0568, MSE=0.0822, SSIM=0.9782
   MSE → Ch 05 → MAD=0.0304, MSE=0.0658, SSIM=0.9828
-- Slice 8 --
   MAD → Ch 02 → MAD=0.0385, MSE=0.0487, SSIM=0.9808
   MAD → Ch 03 → MAD=0.0353, MSE=0.0440, SSIM=0.9840
   MAD → Ch 04 → MAD=0.0295, MSE=0.0391, SSIM=0.9846
   MSE → Ch 02 → MAD=0.0385, MSE=0.0487, SSIM=0.9808
   MSE → Ch 03 → MAD=0.0353, MSE=0.0440, SSIM=0.9840
   MSE → Ch 04 → MAD=0.0295, MSE=0.0391, SSIM=0.9846
-- Slice 9 --
   MAD → Ch 02 → MAD=0.0132, MSE=0.0129, SSIM=0.9904
   MAD → Ch 03 → MAD=0.0129, MSE=0.0133, SSIM=0.9909
   MAD → Ch 04 → MAD=0.0118, MSE=0.0135, SSIM=0.9928
   MSE → Ch 05 → MAD=0.0088, MSE=0.0163, SSIM=0.9939
   MSE → Ch 00 → MAD=0.0089, MSE=0.0156, SSIM=0.9926
   MSE → Ch 06 → MAD=0.0096, MSE=0.0143, SSIM=0.9926

Patient: patient002_frame01
-- Slice 0 --
   MAD → Ch 02 → MAD=0.1241, MSE=0.1701, SSIM=0.9487
   MAD → Ch 03 → MAD=0.1148, MSE=0.1511, SSIM=0.9530
