Top 3 MAD and MSE per patient, per slice, grouped by layer:

=== Layer: 0.conv.unit0.adn.N ===

Patient: patient001_frame01
-- Slice 1 --
   MAD → Ch 05 → MAD=0.0499, MSE=0.0727, SSIM=0.9617
   MAD → Ch 04 → MAD=0.0472, MSE=0.0504, SSIM=0.9582
   MAD → Ch 07 → MAD=0.0383, MSE=0.0427, SSIM=0.9883
   MSE → Ch 05 → MAD=0.0499, MSE=0.0727, SSIM=0.9617
   MSE → Ch 04 → MAD=0.0472, MSE=0.0504, SSIM=0.9582
   MSE → Ch 07 → MAD=0.0383, MSE=0.0427, SSIM=0.9883
-- Slice 2 --
   MAD → Ch 05 → MAD=0.0465, MSE=0.0579, SSIM=0.9905
   MAD → Ch 04 → MAD=0.0419, MSE=0.0378, SSIM=0.9866
   MAD → Ch 07 → MAD=0.0374, MSE=0.0380, SSIM=0.9885
   MSE → Ch 05 → MAD=0.0465, MSE=0.0579, SSIM=0.9905
   MSE → Ch 07 → MAD=0.0374, MSE=0.0380, SSIM=0.9885
   MSE → Ch 04 → MAD=0.0419, MSE=0.0378, SSIM=0.9866
-- Slice 3 --
   MAD → Ch 05 → MAD=0.0437, MSE=0.0511, SSIM=0.9895
   MAD → Ch 04 → MAD=0.0400, MSE=0.0313, SSIM=0.9895
   MAD → Ch 07 → MAD=0.0332, MSE=0.0305, SSIM=0.9886
   MSE → Ch 05 → MAD=0.0437, MSE=0.0511, SSIM=0.9895
   MSE → Ch 04 → MAD=0.0400, MSE=0.0313, SSIM=0.9895
   MSE → Ch 07 → MAD=0.0332, MSE=0.0305, SSIM=0.9886
-- Slice 4 --
   MAD → Ch 05 → MAD=0.0401, MSE=0.0500, SSIM=0.9861
   MAD → Ch 07 → MAD=0.0342, MSE=0.0331, SSIM=0.9873
   MAD → Ch 04 → MAD=0.0318, MSE=0.0270, SSIM=0.9786
   MSE → Ch 05 → MAD=0.0401, MSE=0.0500, SSIM=0.9861
   MSE → Ch 07 → MAD=0.0342, MSE=0.0331, SSIM=0.9873
   MSE → Ch 00 → MAD=0.0300, MSE=0.0320, SSIM=0.9660
-- Slice 5 --
   MAD → Ch 05 → MAD=0.0361, MSE=0.0412, SSIM=0.9919
   MAD → Ch 04 → MAD=0.0342, MSE=0.0268, SSIM=0.9901
   MAD → Ch 07 → MAD=0.0308, MSE=0.0275, SSIM=0.9936
   MSE → Ch 05 → MAD=0.0361, MSE=0.0412, SSIM=0.9919
   MSE → Ch 07 → MAD=0.0308, MSE=0.0275, SSIM=0.9936
   MSE → Ch 04 → MAD=0.0342, MSE=0.0268, SSIM=0.9901
-- Slice 6 --
   MAD → Ch 04 → MAD=0.0306, MSE=0.0227, SSIM=0.9886
   MAD → Ch 05 → MAD=0.0286, MSE=0.0291, SSIM=0.9937
   MAD → Ch 06 → MAD=0.0226, MSE=0.0141, SSIM=0.9921
   MSE → Ch 05 → MAD=0.0286, MSE=0.0291, SSIM=0.9937
   MSE → Ch 04 → MAD=0.0306, MSE=0.0227, SSIM=0.9886
   MSE → Ch 07 → MAD=0.0225, MSE=0.0174, SSIM=0.9950
-- Slice 7 --
   MAD → Ch 05 → MAD=0.0257, MSE=0.0286, SSIM=0.9927
   MAD → Ch 04 → MAD=0.0235, MSE=0.0157, SSIM=0.9911
   MAD → Ch 06 → MAD=0.0195, MSE=0.0124, SSIM=0.9879
   MSE → Ch 05 → MAD=0.0257, MSE=0.0286, SSIM=0.9927
   MSE → Ch 04 → MAD=0.0235, MSE=0.0157, SSIM=0.9911
   MSE → Ch 07 → MAD=0.0183, MSE=0.0145, SSIM=0.9951
-- Slice 8 --
   MAD → Ch 05 → MAD=0.0176, MSE=0.0194, SSIM=0.9933
   MAD → Ch 04 → MAD=0.0160, MSE=0.0118, SSIM=0.9936
   MAD → Ch 06 → MAD=0.0139, MSE=0.0101, SSIM=0.9953
   MSE → Ch 05 → MAD=0.0176, MSE=0.0194, SSIM=0.9933
   MSE → Ch 00 → MAD=0.0130, MSE=0.0120, SSIM=0.9954
   MSE → Ch 04 → MAD=0.0160, MSE=0.0118, SSIM=0.9936
-- Slice 9 --
   MAD → Ch 04 → MAD=0.0114, MSE=0.0078, SSIM=0.9966
   MAD → Ch 07 → MAD=0.0113, MSE=0.0081, SSIM=0.9974
   MAD → Ch 05 → MAD=0.0111, MSE=0.0100, SSIM=0.9974
   MSE → Ch 05 → MAD=0.0111, MSE=0.0100, SSIM=0.9974
   MSE → Ch 00 → MAD=0.0104, MSE=0.0086, SSIM=0.9974
   MSE → Ch 07 → MAD=0.0113, MSE=0.0081, SSIM=0.9974

Patient: patient001_frame12
-- Slice 1 --
   MAD → Ch 05 → MAD=0.0351, MSE=0.0459, SSIM=0.9932
   MAD → Ch 04 → MAD=0.0320, MSE=0.0321, SSIM=0.9805
   MAD → Ch 02 → MAD=0.0298, MSE=0.0220, SSIM=0.9936
   MSE → Ch 05 → MAD=0.0351, MSE=0.0459, SSIM=0.9932
   MSE → Ch 04 → MAD=0.0320, MSE=0.0321, SSIM=0.9805
   MSE → Ch 07 → MAD=0.0281, MSE=0.0293, SSIM=0.9923
-- Slice 2 --
   MAD → Ch 05 → MAD=0.0486, MSE=0.0663, SSIM=0.9865
   MAD → Ch 04 → MAD=0.0416, MSE=0.0408, SSIM=0.9890
   MAD → Ch 07 → MAD=0.0377, MSE=0.0416, SSIM=0.9867
   MSE → Ch 05 → MAD=0.0486, MSE=0.0663, SSIM=0.9865
   MSE → Ch 07 → MAD=0.0377, MSE=0.0416, SSIM=0.9867
   MSE → Ch 04 → MAD=0.0416, MSE=0.0408, SSIM=0.9890
-- Slice 3 --
   MAD → Ch 04 → MAD=0.0431, MSE=0.0425, SSIM=0.9834
   MAD → Ch 05 → MAD=0.0412, MSE=0.0556, SSIM=0.9863
   MAD → Ch 02 → MAD=0.0412, MSE=0.0289, SSIM=0.9864
   MSE → Ch 05 → MAD=0.0412, MSE=0.0556, SSIM=0.9863
   MSE → Ch 04 → MAD=0.0431, MSE=0.0425, SSIM=0.9834
   MSE → Ch 07 → MAD=0.0359, MSE=0.0362, SSIM=0.9865
-- Slice 4 --
   MAD → Ch 05 → MAD=0.0420, MSE=0.0522, SSIM=0.9886
   MAD → Ch 07 → MAD=0.0414, MSE=0.0404, SSIM=0.9884
   MAD → Ch 00 → MAD=0.0397, MSE=0.0464, SSIM=0.9663
   MSE → Ch 05 → MAD=0.0420, MSE=0.0522, SSIM=0.9886
   MSE → Ch 00 → MAD=0.0397, MSE=0.0464, SSIM=0.9663
   MSE → Ch 07 → MAD=0.0414, MSE=0.0404, SSIM=0.9884
-- Slice 5 --
   MAD → Ch 04 → MAD=0.0395, MSE=0.0380, SSIM=0.9865
   MAD → Ch 05 → MAD=0.0382, MSE=0.0510, SSIM=0.9899
   MAD → Ch 02 → MAD=0.0374, MSE=0.0251, SSIM=0.9891
   MSE → Ch 05 → MAD=0.0382, MSE=0.0510, SSIM=0.9899
   MSE → Ch 07 → MAD=0.0359, MSE=0.0384, SSIM=0.9901
   MSE → Ch 04 → MAD=0.0395, MSE=0.0380, SSIM=0.9865
-- Slice 6 --
   MAD → Ch 04 → MAD=0.0381, MSE=0.0314, SSIM=0.9552
   MAD → Ch 07 → MAD=0.0325, MSE=0.0330, SSIM=0.9874
   MAD → Ch 05 → MAD=0.0304, MSE=0.0376, SSIM=0.9924
   MSE → Ch 05 → MAD=0.0304, MSE=0.0376, SSIM=0.9924
   MSE → Ch 07 → MAD=0.0325, MSE=0.0330, SSIM=0.9874
   MSE → Ch 04 → MAD=0.0381, MSE=0.0314, SSIM=0.9552
-- Slice 7 --
   MAD → Ch 07 → MAD=0.0243, MSE=0.0249, SSIM=0.9913
   MAD → Ch 04 → MAD=0.0237, MSE=0.0179, SSIM=0.9909
   MAD → Ch 02 → MAD=0.0235, MSE=0.0123, SSIM=0.9904
   MSE → Ch 05 → MAD=0.0233, MSE=0.0280, SSIM=0.9917
   MSE → Ch 07 → MAD=0.0243, MSE=0.0249, SSIM=0.9913
   MSE → Ch 00 → MAD=0.0201, MSE=0.0216, SSIM=0.9921
-- Slice 8 --
   MAD → Ch 04 → MAD=0.0235, MSE=0.0187, SSIM=0.9906
   MAD → Ch 07 → MAD=0.0203, MSE=0.0213, SSIM=0.9899
   MAD → Ch 02 → MAD=0.0199, MSE=0.0097, SSIM=0.9900
   MSE → Ch 05 → MAD=0.0190, MSE=0.0236, SSIM=0.9915
   MSE → Ch 07 → MAD=0.0203, MSE=0.0213, SSIM=0.9899
   MSE → Ch 00 → MAD=0.0162, MSE=0.0193, SSIM=0.9924
-- Slice 9 --
   MAD → Ch 05 → MAD=0.0139, MSE=0.0157, SSIM=0.9955
   MAD → Ch 03 → MAD=0.0126, MSE=0.0058, SSIM=0.9952
   MAD → Ch 04 → MAD=0.0126, MSE=0.0092, SSIM=0.9947
   MSE → Ch 05 → MAD=0.0139, MSE=0.0157, SSIM=0.9955
   MSE → Ch 00 → MAD=0.0112, MSE=0.0117, SSIM=0.9946
   MSE → Ch 06 → MAD=0.0116, MSE=0.0099, SSIM=0.9952

Patient: patient002_frame01
-- Slice 0 --
   MAD → Ch 05 → MAD=0.0462, MSE=0.0616, SSIM=0.9550
   MAD → Ch 04 → MAD=0.0424, MSE=0.0400, SSIM=0.9359
